product_name,5_stars,4_stars,3_stars,2_stars,1_stars,additional_information,url
More4Homes BOSTON MANUAL FABRIC HIGH BACK RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,38%,28%,19%,0%,15%,"",https://www.amazon.co.uk/product-reviews/B0BQ762CXP
More4Homes BOSTON MANUAL FABRIC RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,38%,28%,19%,0%,15%,"",https://www.amazon.co.uk/product-reviews/B0BQWMLDVY
More4Homes BOSTON MANUAL FABRIC RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,38%,28%,19%,0%,15%,"",https://www.amazon.co.uk/product-reviews/B0BQWMLDVY
More4Homes HUDSON 1-SEATER SOFA BED LINEN FABRIC WITH CUP HOLDERS GREY,25%,25%,25%,25%,0%,"",https://www.amazon.co.uk/product-reviews/B0CJJW2YQR
More4Homes HUDSON 1-SEATER SOFA BED LINEN FABRIC WITH CUP HOLDERS GREY,25%,25%,25%,25%,0%,"",https://www.amazon.co.uk/product-reviews/B0CJJW2YQR
"More4Homes LISBON FABRIC MANUAL RECLINER SOFA (Brown, 1 Seater)",0%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CTHY3JCX
"More4Homes LISBON FABRIC MANUAL RECLINER SOFA (Grey, 1 Seater)",0%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CTHYH47C
More4Homes SEATTLE FABRIC ELECTRIC HIGH BACK RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09NMFGXZ2
More4Homes SEATTLE MANUAL FABRIC HIGH BACK RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,47%,39%,14%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09NMJG4YV
More4Homes SEATTLE MANUAL FABRIC RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,47%,39%,14%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09NMF8RPJ
"More4Homes SYDNEY FABRIC MANUAL RECLINER CHAIR (Blue, 1 Seater)",100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CMXVDF9T
"More4Homes SYDNEY FABRIC MANUAL RECLINER CHAIR (Grey, 1 Seater)",100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CMXTSV4X
"More4Homes SYDNEY FABRIC MANUAL RECLINER CHAIR (Grey, 1 Seater)",100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CMXTSV4X
More4Homes CAESAR ELECTRIC HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,69%,22%,8%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B099F9GJ3N
More4Homes CAESAR MANUAL HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,61%,39%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09BJLR7J7
More4Homes CHESTER ELECTRIC HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,69%,0%,0%,0%,31%,"",https://www.amazon.co.uk/product-reviews/B09BG11G6K
More4Homes CHESTER MANUAL HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,68%,32%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09BG1WFZ7
More4Homes CHESTER MANUAL HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,68%,32%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09BHJQMTF
More4Homes CHESTER MANUAL HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,68%,32%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09BHJQMTF
More4Homes CHESTER MANUAL HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,68%,32%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09BHTHHYY
More4Homes CHESTER MANUAL HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,68%,32%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09BHTHHYY
More4Homes HUDSON 2-SEATER SOFA BED LINEN FABRIC WITH CUP HOLDERS GREY,25%,25%,25%,25%,0%,"",https://www.amazon.co.uk/product-reviews/B0CJJX5GHK
More4Homes HUDSON 2-SEATER SOFA BED LINEN FABRIC WITH CUP HOLDERS GREY,25%,25%,25%,25%,0%,"",https://www.amazon.co.uk/product-reviews/B0CJJX5GHK
More4Homes HUDSON 2-SEATER SOFA BED LINEN FABRIC WITH CUP HOLDERS LIGHT GREY,25%,25%,25%,25%,0%,Colour Name: Light GreySize Name: 2 Seater,https://www.amazon.co.uk/product-reviews/B0CQPP17G3
More4Homes HUDSON 2-SEATER SOFA BED LINEN FABRIC WITH CUP HOLDERS LIGHT GREY,25%,25%,25%,25%,0%,Colour Name: Light GreySize Name: 2 Seater,https://www.amazon.co.uk/product-reviews/B0CQPP17G3
"More4Homes LISBON FABRIC MANUAL RECLINER SOFA (Brown, 2 Seater)",0%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CTHZZM8S
"",0%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CTHZC21N
More4Homes SEATTLE MANUAL FABRIC RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,47%,39%,14%,0%,0%,Colour Name: GreySize Name: 2 Seater,https://www.amazon.co.uk/product-reviews/B09NMCRL5H
More4Homes SEATTLE MANUAL FABRIC RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,47%,39%,14%,0%,0%,Colour Name: GreySize Name: 2 Seater,https://www.amazon.co.uk/product-reviews/B09NMCRL5H
"More4Homes SYDNEY FABRIC MANUAL RECLINER SOFA (Grey, 2 Seater)",100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CMXR48WT
"More4Homes SYDNEY FABRIC MANUAL RECLINER SOFA (Grey, 2 Seater)",100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CMXR48WT
More4Homes CAESAR ELECTRIC HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,69%,22%,8%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09BJMLTVS
More4Homes CAESAR ELECTRIC HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,69%,22%,8%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09BJMLTVS
More4Homes CAESAR ELECTRIC HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,69%,22%,8%,0%,0%,Colour Name: BrownSize Name: 3 Seater,https://www.amazon.co.uk/product-reviews/B09BJL9RH9
More4Homes CHESTER MANUAL HIGH BACK LUXURY BOND GRADE LEATHER RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,68%,32%,0%,0%,0%,Colour Name: BrownSize Name: 3 Seater,https://www.amazon.co.uk/product-reviews/B09BJ34G4K
More4Homes BOSTON MANUAL FABRIC RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,38%,28%,19%,0%,15%,"",https://www.amazon.co.uk/product-reviews/B0BSFSMPV1
More4Homes BOSTON MANUAL FABRIC RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,38%,28%,19%,0%,15%,"",https://www.amazon.co.uk/product-reviews/B0BSFSMPV1
"More4Homes LISBON FABRIC MANUAL RECLINER SOFA (Brown, 3 Seater)",0%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CTHYGCB8
"More4Homes LISBON FABRIC MANUAL RECLINER SOFA (Grey, 3 Seater)",0%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CTHXZRZJ
More4Homes NEWPORT FABRIC CORNER LARGE 3 SEATER SOFA BED WITH STORAGE LEFT OR RIGHT SIDE,0%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BNQN4PSW
More4Homes NEWPORT FABRIC CORNER LARGE 3 SEATER SOFA BED WITH STORAGE LEFT OR RIGHT SIDE,0%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CSDY6B84
More4Homes SEATTLE MANUAL FABRIC RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,47%,39%,14%,0%,0%,Colour Name: GreySize Name: 3 Seater,https://www.amazon.co.uk/product-reviews/B09NMFD8Z4
More4Homes SEATTLE MANUAL FABRIC RECLINER 3 + 2 + 1 SOFA ARMCHAIR SET SUITE,47%,39%,14%,0%,0%,Colour Name: GreySize Name: 3 Seater,https://www.amazon.co.uk/product-reviews/B09NMFD8Z4
"More4Homes SYDNEY FABRIC MANUAL RECLINER SOFA (Blue, 3 Seater)",100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CMXSXCFS
"More4Homes SYDNEY FABRIC MANUAL RECLINER SOFA (Blue, 3 Seater)",100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CMXSXCFS
"More4Homes SYDNEY FABRIC MANUAL RECLINER SOFA (Grey, 3 Seater)",100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CMXSNFFX
"More4Homes SYDNEY FABRIC MANUAL RECLINER SOFA (Grey, 3 Seater)",100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CMXSNFFX
More4Homes VALENCIA FABRIC CHAISE 3 SEATER HIGH BACK MODERN L SHAPED CORNER LOUNGE RECLINER SOFA,44%,56%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09TRQS5JG
More4Homes VALENCIA FABRIC CHAISE 3 SEATER HIGH BACK MODERN L SHAPED CORNER LOUNGE RECLINER SOFA,44%,56%,0%,0%,0%,Size Name: Left Hand Corner,https://www.amazon.co.uk/product-reviews/B09TRTFH73
More4Homes AFTON FABRIC RECLINER ROCKING SWIVEL GAMING CINEMA LOUNGE SOFA CHAIR,48%,17%,21%,0%,14%,"",https://www.amazon.co.uk/product-reviews/B0BLSZZTR4
More4Homes AFTON ELECTRIC FABRIC AUTO RECLINER ARMCHAIR GAMING USB LOUNGE SOFA CHAIR,50%,0%,50%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BLTBBXXF
More4Homes AFTON ELECTRIC FABRIC AUTO RECLINER ARMCHAIR GAMING USB LOUNGE SOFA CHAIR GREY,50%,0%,50%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BLSZQYZ9
More4Homes AFTON FABRIC RECLINER ROCKING SWIVEL GAMING CINEMA LOUNGE SOFA CHAIR BROWN,48%,17%,21%,0%,14%,"",https://www.amazon.co.uk/product-reviews/B0BLT13JHH
More4Homes AFTON ELECTRIC FABRIC SINGLE MOTOR RISER RECLINER LIFT MOBILITY TILT CHAIR,0%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BLT1X1WB
More4Homes ASHFIELD DUAL MOTOR ELECTRIC RISE RECLINER FABRIC ARMCHAIR LIFT ASSIST MOBILITY RISER CHAIR - HEAVY DUTY WEIGHT UP TO 25 STONE,29%,18%,0%,0%,53%,"",https://www.amazon.co.uk/product-reviews/B09RTBQDYF
"More4Homes BROADWAY HOME THEATER RECLINER SOFA | AIR LEATHER, POWER HEADREST, POWER RECLINER, AMBIENT LIGHTING, CUP HOLDERS CINEMA ARMCHAIR SOFA CHAIR (Black/White without Tray, 1 Seater)",71%,0%,0%,0%,29%,Size Name: 1 SeaterColour Name: Black / White Without Tray,https://www.amazon.co.uk/product-reviews/B0CKBZY1JM
"More4Homes BROADWAY HOME THEATER RECLINER SOFA | AIR LEATHER, POWER HEADREST, POWER RECLINER, AMBIENT LIGHTING, CUP HOLDERS CINEMA ARMCHAIR SOFA CHAIR (Blue without Tray, 1 Seater)",71%,0%,0%,0%,29%,Size Name: 1 SeaterColour Name: Blue Without Tray,https://www.amazon.co.uk/product-reviews/B0CKC1MM61
"",53%,47%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BLZPT8K4
More4Homes BROOKLINE ELECTRIC FABRIC AUTO RECLINER ARMCHAIR GAMING USB LOUNGE SOFA CHAIR,62%,0%,38%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BLZTR9QK
More4Homes BROOKLINE ELECTRIC FABRIC AUTO RECLINER ARMCHAIR GAMING USB LOUNGE SOFA CHAIR GREY,62%,0%,38%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BM1SBSTY
More4Homes BROOKLINE ELECTRIC FABRIC AUTO RECLINER ARMCHAIR GAMING USB LOUNGE SOFA CHAIR PUMICE,62%,0%,38%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BLZRHQ61
More4Homes BROOKLINE FABRIC LATCH RECLINER GAMING CINEMA LOUNGE SOFA CHAIR GREY,53%,47%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BLZTZBS5
More4Homes BROOKLINE FABRIC LATCH RECLINER GAMING CINEMA LOUNGE SOFA CHAIR PUMICE,53%,47%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BLZT3M1Q
More4Homes BROOKLINE ELECTRIC FABRIC SINGLE MOTOR RISER RECLINER LIFT MOBILITY TILT CHAIR,100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BM524CJJ
More4Homes BROOKLINE ELECTRIC FABRIC SINGLE MOTOR RISER RECLINER LIFT MOBILITY TILT CHAIR PUMICE,100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0BM4YZVRQ
More4Homes BUCKINGHAM ELECTRIC RISE RECLINER LEATHER AIR RISER SOFA ARMCHAIR LOUNGE CHAIR (Brown),61%,17%,9%,5%,8%,Colour Name: Brown,https://www.amazon.co.uk/product-reviews/B076H4THNP
More4Homes BUCKINGHAM DUAL MOTOR ELECTRIC RISE RECLINER BONDED LEATHER ARMCHAIR SOFA MOBILITY CHAIR (Brown),49%,21%,11%,0%,19%,Colour Name: Brown,https://www.amazon.co.uk/product-reviews/B078BRG83W
More4Homes CAESAR ELECTRIC AUTO RECLINER MASSAGE HEATED GAMING WING LOUNGE BONDED LEATHER CHAIR (Black),66%,16%,7%,4%,8%,"",https://www.amazon.co.uk/product-reviews/B071WQB59P
More4Homes CAESAR ELECTRIC AUTO RECLINER MASSAGE HEATED GAMING WING LOUNGE BONDED LEATHER CHAIR (Cream),66%,16%,7%,4%,8%,"",https://www.amazon.co.uk/product-reviews/B072JZNVM5
More4Homes CAESAR DUAL MOTOR ELECTRIC RISER RECLINER ARMCHAIR SOFA MOBILITY BONDED LEATHER LIFT CHAIR (Brown),67%,16%,8%,3%,6%,"",https://www.amazon.co.uk/product-reviews/B07G8JW3MP
More4Homes CAESAR DUAL MOTOR ELECTRIC RISER RECLINER ARMCHAIR SOFA MOBILITY BONDED LEATHER LIFT CHAIR (Cream),67%,16%,8%,3%,6%,"",https://www.amazon.co.uk/product-reviews/B07G8L59YQ
More4Homes CHESTER DUAL MOTOR ELECTRIC RISER RECLINER ARMCHAIR MOBILITY BONDED LEATHER MASSAGE HEATED CHAIR (Black),66%,11%,10%,0%,13%,"",https://www.amazon.co.uk/product-reviews/B07GMQ25LZ
More4Homes CHESTER DUAL MOTOR ELECTRIC RISER RECLINER ARMCHAIR MOBILITY BONDED LEATHER MASSAGE HEATED CHAIR (Brown),66%,11%,10%,0%,13%,"",https://www.amazon.co.uk/product-reviews/B07GMT3CL5
More4Homes CHESTER DUAL MOTOR ELECTRIC RISER RECLINER ARMCHAIR MOBILITY BONDED LEATHER MASSAGE HEATED CHAIR (Cream),66%,11%,10%,0%,13%,"",https://www.amazon.co.uk/product-reviews/B07GMX91J2
"More4Homes - CINEMO Electric Recliner Armchair - Rising Lift Sofa Chair for Living Room & Bedroom - Massage Sofa with Powerful Single-motor & Remote Control - Bonded Leather, Cream",57%,13%,13%,8%,9%,"",https://www.amazon.co.uk/product-reviews/B01HTMT4LC
More4Homes CINEMO DUAL MOTOR ELECTRIC RISER RECLINER ARMCHAIR SOFA MOBILITY BONDED LEATHER LIFT CHAIR (Brown),80%,20%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B07GBHKSND
More4Homes CINEMO 9 in 1 BONDED LEATHER RECLINER CHAIR ROCKING ADJUSTABLE HEADREST MASSAGE SWIVEL HEATED GAMING NURSING CINEMA (Brown),49%,19%,16%,0%,16%,"",https://www.amazon.co.uk/product-reviews/B00E6ROPJ0
More4Homes CLIFTON ELECTRIC FABRIC SINGLE MOTOR RISE RECLINER LIFT MOBILITY TILT CHAIR,100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CB1YXYQJ
More4Homes DENVER BONDED LEATHER RECLINER ARMCHAIR w STUD SOFA HOME LOUNGE CHAIR RECLINING (Brown),67%,17%,6%,2%,8%,"",https://www.amazon.co.uk/product-reviews/B07GM1X19P
More4Homes DENVER BONDED LEATHER RECLINER ARMCHAIR w STUD SOFA HOME LOUNGE CHAIR RECLINING (Brown),67%,17%,6%,2%,8%,"",https://www.amazon.co.uk/product-reviews/B07GM1X19P
More4Homes GRACE ELECTRIC FABRIC SINGLE MOTOR RISE RECLINER LIFT MOBILITY TILT CHAIR,0%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CB1YKPYG
More4Homes HALTON SINGLE MOTOR FABRIC RISER RECLINER ARMCHAIR MOBILITY LIFT ASSIST ELECTRIC CHAIR,0%,100%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09SGLC57M
More4Homes HALTON DUAL MOTOR ELECTRIC RISE RECLINER FABRIC ARMCHAIR LIFT ASSIST MOBILITY RISER CHAIR - HEAVY DUTY WEIGHT UP TO 25 STONE,57%,0%,43%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09SGLGZ6K
More4Homes HALTON DUAL MOTOR ELECTRIC RISE RECLINER FABRIC ARMCHAIR LIFT ASSIST MOBILITY RISER CHAIR - HEAVY DUTY WEIGHT UP TO 25 STONE,57%,0%,43%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09SGLH2NM
More4Homes HALTON DUAL MOTOR ELECTRIC RISE RECLINER FABRIC ARMCHAIR LIFT ASSIST MOBILITY RISER CHAIR - HEAVY DUTY WEIGHT UP TO 25 STONE,57%,0%,43%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09SGLW2DZ
"ALTHORPE WING BACK FIRESIDE RECLINER FABRIC BONDED LEATHER OCCASIONAL ARMCHAIR SOFA CHAIR (Marl Grey, Linen)",64%,21%,6%,4%,4%,Colour Name: Marl GreyMaterial Type: Linen,https://www.amazon.co.uk/product-reviews/B07H6M7NFD
More4Homes LOXLEY ELECTRIC RISE RECLINER BONDED LEATHER ARMCHAIR SOFA LOUNGE LIFT CHAIR (Black),48%,17%,14%,8%,12%,Colour Name: Black,https://www.amazon.co.uk/product-reviews/B07HQX9RQH
More4Homes LOXLEY ELECTRIC RISE RECLINER BONDED LEATHER ARMCHAIR SOFA LOUNGE LIFT CHAIR (Brown),48%,17%,14%,8%,12%,Colour Name: Brown,https://www.amazon.co.uk/product-reviews/B07HQS9QG4
"More4Homes - LOXLEY Manual Recliner Armchair - Sofa Chair for Living Room & Bedroom - Latch Recliner Mechanism - Bonded Leather, Black",56%,19%,11%,4%,9%,"",https://www.amazon.co.uk/product-reviews/B01KW8XJKM
"More4Homes - LOXLEY Manual Recliner Armchair - Sofa Chair for Living Room & Bedroom - Latch Recliner Mechanism - Bonded Leather, Black",56%,19%,11%,4%,9%,"",https://www.amazon.co.uk/product-reviews/B01KW8XJKM
"More4Homes - LOXLEY Manual Recliner Armchair - Sofa Chair for Living Room & Bedroom - Latch Recliner Mechanism - Bonded Leather, Black",56%,19%,11%,4%,9%,"",https://www.amazon.co.uk/product-reviews/B01KW8XJKM
More4Homes LOXLEY DUAL MOTOR ELECTRIC RISE RECLINER BONDED LEATHER ARMCHAIR ELECTRIC LIFT RISER CHAIR (Black),66%,13%,8%,4%,9%,"",https://www.amazon.co.uk/product-reviews/B07GC5WS4X
More4Homes LOXLEY DUAL MOTOR ELECTRIC RISE RECLINER BONDED LEATHER ARMCHAIR ELECTRIC LIFT RISER CHAIR (Brown),66%,13%,8%,4%,9%,"",https://www.amazon.co.uk/product-reviews/B07GC65NR2
More4Homes LOXLEY DUAL MOTOR ELECTRIC RISE RECLINER BONDED LEATHER ARMCHAIR ELECTRIC LIFT RISER CHAIR (Brown),66%,13%,8%,4%,9%,"",https://www.amazon.co.uk/product-reviews/B07GC65NR2
More4Homes MADISON DUAL MOTOR ELECTRIC RISE RECLINER BONDED LEATHER ARMCHAIR ELECTRIC LIFT RISER CHAIR (Cream),57%,21%,12%,0%,9%,"",https://www.amazon.co.uk/product-reviews/B07G9JF6V3
More4Homes POSTANA JUMBO CORD FABRIC POWER RECLINER ARMCHAIR ELECTRIC SOFA RECLINING CHAIR (Brown),70%,30%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0C3W6NHBV
More4Homes POSTANA JUMBO CORD FABRIC POWER RECLINER ARMCHAIR ELECTRIC SOFA RECLINING CHAIR (Brown),70%,30%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0C3W6NHBV
More4Homes POSTANA JUMBO CORD FABRIC RISE RECLINER ARMCHAIR ELECTRIC LIFT RISER CHAIR (Brown),69%,15%,7%,4%,5%,"",https://www.amazon.co.uk/product-reviews/B07B8895VP
"",69%,15%,7%,4%,5%,"",https://www.amazon.co.uk/product-reviews/B07B8895VP
More4Homes POSTANA DUAL MOTOR ELECTRIC RISE RECLINER JUMBO CORD FABRIC ARMCHAIR ELECTRIC LIFT RISER CHAIR (Brown),66%,13%,9%,7%,4%,"",https://www.amazon.co.uk/product-reviews/B07F3FHZ66
More4Homes POSTANA DUAL MOTOR ELECTRIC RISE RECLINER JUMBO CORD FABRIC ARMCHAIR ELECTRIC LIFT RISER CHAIR (Grey),66%,13%,9%,7%,4%,"",https://www.amazon.co.uk/product-reviews/B07F3FX6SB
GTFORCE RANGER S FAUX LEATHER GAMING RECLINER ARMCHAIR SOFA RECLINING CINEMA CHAIR,66%,15%,6%,8%,5%,"",https://www.amazon.co.uk/product-reviews/B09F6YP2LW
"GTFORCE More4Homes RANGER S Pushback Recliner Gaming Armchair - Recliner Sofa Chair for Living Room & Bedroom - Chair Recliner - Faux Leather, Grey",66%,15%,6%,8%,5%,"",https://www.amazon.co.uk/product-reviews/B09F6TTGKT
GTFORCE RANGER X FAUX LEATHER GAMING SEAT RECLINER ARMCHAIR SOFA RECLINING CINEMA CHAIR,71%,9%,0%,0%,19%,"",https://www.amazon.co.uk/product-reviews/B09F6VPQXS
More4Homes TUSCANY BONDED LEATHER SWIVEL RECLINER MASSAGE CHAIR w FOOT STOOL ARMCHAIR 8 MOTOR MASSAGE UNIT BUILT IN,49%,21%,14%,11%,6%,"",https://www.amazon.co.uk/product-reviews/B0D2FK2RSR
More4Homes SORENTO BONDED LEATHER SWIVEL RECLINER ARMCHAIR CHAIR with FOOT STOOL (Cream),50%,26%,16%,2%,7%,"",https://www.amazon.co.uk/product-reviews/B00W41EGI0
More4Homes TUSCANY BONDED LEATHER SWIVEL RECLINER MASSAGE CHAIR w FOOT STOOL ARMCHAIR 8 MOTOR MASSAGE UNIT BUILT IN (Cream),49%,21%,14%,11%,6%,Colour Name: Cream,https://www.amazon.co.uk/product-reviews/B0D2DMRQFK
More4Homes RILEY PUSH BACK SOFT AIR LEATHER MODERN RECLINING ARMCHAIR ACCENT HOME CINEMA RECLINER CHAIR,100%,0%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B09T71YY1C
"More4Homes - SEATTLE Electric Recliner Armchair - Auto Reclining Sofa Chair for Living Room & Bedroom - Electric-motorise Control - Bonded Leather, Black",53%,15%,10%,8%,14%,Colour Name: Black,https://www.amazon.co.uk/product-reviews/B076J7PFSB
More4Homes SEATTLE ELECTRIC RISE RECLINER BONDED LEATHER ARMCHAIR SOFA HOME LOUNGE RISER CHAIR (Brown),54%,30%,6%,4%,5%,"",https://www.amazon.co.uk/product-reviews/B076PGFR7F
"More4Homes ALTHORPE WING BACK FIRESIDE RECLINER FABRIC BONDED LEATHER OCCASIONAL ARMCHAIR SOFA CHAIR (Slate Grey, Velvet)",64%,21%,6%,4%,4%,Colour Name: Slate GreyMaterial Type: Velvet,https://www.amazon.co.uk/product-reviews/B07H6L6XZT
"More4Homes ALTHORPE WING BACK FIRESIDE RECLINER FABRIC BONDED LEATHER OCCASIONAL ARMCHAIR SOFA CHAIR (Midnight Blue, Velvet)",64%,21%,6%,4%,4%,Colour Name: Midnight BlueMaterial Type: Velvet,https://www.amazon.co.uk/product-reviews/B07H6QDCCD
"More4Homes ALTHORPE WING BACK FIRESIDE RECLINER FABRIC BONDED LEATHER OCCASIONAL ARMCHAIR SOFA CHAIR (Midnight Blue, Velvet)",64%,21%,6%,4%,4%,Colour Name: Midnight BlueMaterial Type: Velvet,https://www.amazon.co.uk/product-reviews/B07H6QDCCD
"More4Homes HARPER FOLDING CLIC CLAC SOFA BED FABRIC LIVING ROOM LOUNGE CHAIR BED (Blue, 1 Seater)",75%,25%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CNTLDMZH
"More4Homes HARPER FOLDING CLIC CLAC SOFA BED FABRIC LIVING ROOM LOUNGE CHAIR BED (Blue, 1 Seater)",75%,25%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CNTLDMZH
"More4Homes HARPER FOLDING CLIC CLAC SOFA BED FABRIC LIVING ROOM LOUNGE CHAIR BED (Grey, 1 Seater)",75%,25%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CNTJHTFB
"More4Homes HARPER FOLDING CLIC CLAC FABRIC LIVING ROOM LOUNGE SOFA BED (Blue, 2 Seater)",75%,25%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CNTKC38X
"More4Homes HARPER FOLDING CLIC CLAC FABRIC LIVING ROOM LOUNGE SOFA BED (Blue, 2 Seater)",75%,25%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CNTKC38X
"More4Homes HARPER FOLDING CLIC CLAC FABRIC LIVING ROOM LOUNGE SOFA BED (Charcoal, 2 Seater)",75%,25%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CNTKCY19
"More4Homes HARPER FOLDING CLIC CLAC FABRIC LIVING ROOM LOUNGE SOFA BED (Charcoal, 2 Seater)",75%,25%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CNTKCY19
"More4Homes HARPER FOLDING CLIC CLAC FABRIC LIVING ROOM LOUNGE SOFA BED (Grey, 2 Seater)",75%,25%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CNTCZ7LZ
"More4Homes HARPER FOLDING CLIC CLAC FABRIC LIVING ROOM LOUNGE SOFA BED (Grey, 2 Seater)",75%,25%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CNTCZ7LZ
"More4Homes HARPER FOLDING CLIC CLAC FABRIC LIVING ROOM LOUNGE SOFA BED (Mustard, 2 Seater)",75%,25%,0%,0%,0%,"",https://www.amazon.co.uk/product-reviews/B0CNTHZQSW
